Sku,WebSku,ProdReference,Size,Capacity,ColorDesc1,ColorHex1,ColorDesc2,ColorHex2,ColorCode,OptionalImage1,OptionalImage2,YourPrice,MinQt1,Price1,MinQt2,Price2,MinQt3,Price3,MinQt4,Price4,MinQt5,Price5,MinQt6,Price6,MinQt7,Price7,MinQt8,Price8,MinQt9,Price9,MinQt10,Price10
30500-115-M,30500-115-M,30500,M,,Bordô,#801710,,,115,30500_115.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-115-P,30500-115-P,30500,P,,Bordô,#801710,,,115,30500_115.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-115-XGG,30500-115-XGG,30500,XGG,,Bordô,#801710,,,115,30500_115.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-119-G,30500-119-G,30500,G,,Verde claro,#C0E000,,,119,30500_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-119-GG,30500-119-GG,30500,GG,,Verde claro,#C0E000,,,119,30500_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-119-M,30500-119-M,30500,M,,Verde claro,#C0E000,,,119,30500_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-119-P,30500-119-P,30500,P,,Verde claro,#C0E000,,,119,30500_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-119-XGG,30500-119-XGG,30500,XGG,,Verde claro,#C0E000,,,119,30500_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-128-G,30500-128-G,30500,G,,Laranja,#EF941B,,,128,30500_128.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-128-GG,30500-128-GG,30500,GG,,Laranja,#EF941B,,,128,30500_128.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-128-M,30500-128-M,30500,M,,Laranja,#EF941B,,,128,30500_128.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-128-P,30500-128-P,30500,P,,Laranja,#EF941B,,,128,30500_128.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-128-XGG,30500-128-XGG,30500,XGG,,Laranja,#EF941B,,,128,30500_128.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-154-G,30500-154-G,30500,G,,Azul aqua,#5CBFD3,,,154,30500_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-154-GG,30500-154-GG,30500,GG,,Azul aqua,#5CBFD3,,,154,30500_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-154-M,30500-154-M,30500,M,,Azul aqua,#5CBFD3,,,154,30500_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-154-P,30500-154-P,30500,P,,Azul aqua,#5CBFD3,,,154,30500_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-154-XGG,30500-154-XGG,30500,XGG,,Azul aqua,#5CBFD3,,,154,30500_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30501-106-G,30501-106-G,30501,G,,Branco,#FFFFFF,,,106,30501_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30501-106-GG,30501-106-GG,30501,GG,,Branco,#FFFFFF,,,106,30501_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30501-106-M,30501-106-M,30501,M,,Branco,#FFFFFF,,,106,30501_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30501-106-P,30501-106-P,30501,P,,Branco,#FFFFFF,,,106,30501_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30501-106-XGG,30501-106-XGG,30501,XGG,,Branco,#FFFFFF,,,106,30501_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30502-102-G,30502-102-G,30502,G,,Rosa,#F4007E,,,102,30502_102.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-102-GG,30502-102-GG,30502,GG,,Rosa,#F4007E,,,102,30502_102.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-102-M,30502-102-M,30502,M,,Rosa,#F4007E,,,102,30502_102.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-102-P,30502-102-P,30502,P,,Rosa,#F4007E,,,102,30502_102.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-103-G,30502-103-G,30502,G,,Preto,#000000,,,103,30502_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-103-GG,30502-103-GG,30502,GG,,Preto,#000000,,,103,30502_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-103-M,30502-103-M,30502,M,,Preto,#000000,,,103,30502_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-103-P,30502-103-P,30502,P,,Preto,#000000,,,103,30502_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-104-G,30502-104-G,30502,G,,Azul,#1F3C75,,,104,30502_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-104-GG,30502-104-GG,30502,GG,,Azul,#1F3C75,,,104,30502_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-104-M,30502-104-M,30502,M,,Azul,#1F3C75,,,104,30502_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-104-P,30502-104-P,30502,P,,Azul,#1F3C75,,,104,30502_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-105-G,30502-105-G,30502,G,,Vermelho,#DD2A34,,,105,30502_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-105-GG,30502-105-GG,30502,GG,,Vermelho,#DD2A34,,,105,30502_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-105-M,30502-105-M,30502,M,,Vermelho,#DD2A34,,,105,30502_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-105-P,30502-105-P,30502,P,,Vermelho,#DD2A34,,,105,30502_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-109-G,30502-109-G,30502,G,,Verde,#51A637,,,109,30502_109-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-109-GG,30502-109-GG,30502,GG,,Verde,#51A637,,,109,30502_109-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-109-M,30502-109-M,30502,M,,Verde,#51A637,,,109,30502_109-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-109-P,30502-109-P,30502,P,,Verde,#51A637,,,109,30502_109-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-112-G,30502-112-G,30502,G,,Rosa claro,#EC86A8,,,112,30502_112-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-112-GG,30502-112-GG,30502,GG,,Rosa claro,#EC86A8,,,112,30502_112-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-112-M,30502-112-M,30502,M,,Rosa claro,#EC86A8,,,112,30502_112-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-112-P,30502-112-P,30502,P,,Rosa claro,#EC86A8,,,112,30502_112-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-113-G,30502-113-G,30502,G,,Cinza,#999999,,,113,30502_113-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-113-GG,30502-113-GG,30502,GG,,Cinza,#999999,,,113,30502_113-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-113-M,30502-113-M,30502,M,,Cinza,#999999,,,113,30502_113-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-113-P,30502-113-P,30502,P,,Cinza,#999999,,,113,30502_113-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-114-G,30502-114-G,30502,G,,Azul royal,#3C53A0,,,114,30502_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-114-GG,30502-114-GG,30502,GG,,Azul royal,#3C53A0,,,114,30502_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-114-M,30502-114-M,30502,M,,Azul royal,#3C53A0,,,114,30502_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-114-P,30502-114-P,30502,P,,Azul royal,#3C53A0,,,114,30502_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-119-G,30502-119-G,30502,G,,Verde claro,#C0E000,,,119,30502_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-119-GG,30502-119-GG,30502,GG,,Verde claro,#C0E000,,,119,30502_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-119-M,30502-119-M,30502,M,,Verde claro,#C0E000,,,119,30502_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-119-P,30502-119-P,30502,P,,Verde claro,#C0E000,,,119,30502_119.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-128-G,30502-128-G,30502,G,,Laranja,#EF941B,,,128,30502_128-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-128-GG,30502-128-GG,30502,GG,,Laranja,#EF941B,,,128,30502_128-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-128-M,30502-128-M,30502,M,,Laranja,#EF941B,,,128,30502_128-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-128-P,30502-128-P,30502,P,,Laranja,#EF941B,,,128,30502_128-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-132-G,30502-132-G,30502,G,,Roxo,#7A138C,,,132,30502_132-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-132-GG,30502-132-GG,30502,GG,,Roxo,#7A138C,,,132,30502_132-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-132-M,30502-132-M,30502,M,,Roxo,#7A138C,,,132,30502_132-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-132-P,30502-132-P,30502,P,,Roxo,#7A138C,,,132,30502_132-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-154-G,30502-154-G,30502,G,,Azul aqua,#5CBFD3,,,154,30502_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-154-GG,30502-154-GG,30502,GG,,Azul aqua,#5CBFD3,,,154,30502_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-154-M,30502-154-M,30502,M,,Azul aqua,#5CBFD3,,,154,30502_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30502-154-P,30502-154-P,30502,P,,Azul aqua,#5CBFD3,,,154,30502_154.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30503-106-G,30503-106-G,30503,G,,Branco,#FFFFFF,,,106,30503_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30503-106-GG,30503-106-GG,30503,GG,,Branco,#FFFFFF,,,106,30503_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30503-106-M,30503-106-M,30503,M,,Branco,#FFFFFF,,,106,30503_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30503-106-P,30503-106-P,30503,P,,Branco,#FFFFFF,,,106,30503_106.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
30504-102-G,30504-102-G,30504,G,,Rosa,#F4007E,,,102,30504_102.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-102-GG,30504-102-GG,30504,GG,,Rosa,#F4007E,,,102,30504_102.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-102-M,30504-102-M,30504,M,,Rosa,#F4007E,,,102,30504_102.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-102-P,30504-102-P,30504,P,,Rosa,#F4007E,,,102,30504_102.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-102-XGG,30504-102-XGG,30504,XGG,,Rosa,#F4007E,,,102,30504_102.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-103-G,30504-103-G,30504,G,,Preto,#000000,,,103,30504_103.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-103-GG,30504-103-GG,30504,GG,,Preto,#000000,,,103,30504_103.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-103-M,30504-103-M,30504,M,,Preto,#000000,,,103,30504_103.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-103-P,30504-103-P,30504,P,,Preto,#000000,,,103,30504_103.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-103-XGG,30504-103-XGG,30504,XGG,,Preto,#000000,,,103,30504_103.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-104-G,30504-104-G,30504,G,,Azul,#1F3C75,,,104,30504_104.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-104-GG,30504-104-GG,30504,GG,,Azul,#1F3C75,,,104,30504_104.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-104-M,30504-104-M,30504,M,,Azul,#1F3C75,,,104,30504_104.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-104-P,30504-104-P,30504,P,,Azul,#1F3C75,,,104,30504_104.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-104-XGG,30504-104-XGG,30504,XGG,,Azul,#1F3C75,,,104,30504_104.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-105-G,30504-105-G,30504,G,,Vermelho,#DD2A34,,,105,30504_105.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-105-GG,30504-105-GG,30504,GG,,Vermelho,#DD2A34,,,105,30504_105.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-105-M,30504-105-M,30504,M,,Vermelho,#DD2A34,,,105,30504_105.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-105-P,30504-105-P,30504,P,,Vermelho,#DD2A34,,,105,30504_105.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-105-XGG,30504-105-XGG,30504,XGG,,Vermelho,#DD2A34,,,105,30504_105.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-108-G,30504-108-G,30504,G,,Amarelo,#F4E745,,,108,30504_108.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-108-GG,30504-108-GG,30504,GG,,Amarelo,#F4E745,,,108,30504_108.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-108-M,30504-108-M,30504,M,,Amarelo,#F4E745,,,108,30504_108.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-108-P,30504-108-P,30504,P,,Amarelo,#F4E745,,,108,30504_108.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-108-XGG,30504-108-XGG,30504,XGG,,Amarelo,#F4E745,,,108,30504_108.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-109-G,30504-109-G,30504,G,,Verde,#51A637,,,109,30504_109.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-109-GG,30504-109-GG,30504,GG,,Verde,#51A637,,,109,30504_109.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-109-M,30504-109-M,30504,M,,Verde,#51A637,,,109,30504_109.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-109-P,30504-109-P,30504,P,,Verde,#51A637,,,109,30504_109.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-109-XGG,30504-109-XGG,30504,XGG,,Verde,#51A637,,,109,30504_109.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-112-G,30504-112-G,30504,G,,Rosa claro,#EC86A8,,,112,30504_112.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-112-GG,30504-112-GG,30504,GG,,Rosa claro,#EC86A8,,,112,30504_112.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-112-M,30504-112-M,30504,M,,Rosa claro,#EC86A8,,,112,30504_112.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-112-P,30504-112-P,30504,P,,Rosa claro,#EC86A8,,,112,30504_112.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-112-XGG,30504-112-XGG,30504,XGG,,Rosa claro,#EC86A8,,,112,30504_112.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-113-G,30504-113-G,30504,G,,Cinza,#999999,,,113,30504_113.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-113-GG,30504-113-GG,30504,GG,,Cinza,#999999,,,113,30504_113.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-113-M,30504-113-M,30504,M,,Cinza,#999999,,,113,30504_113.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-113-P,30504-113-P,30504,P,,Cinza,#999999,,,113,30504_113.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-113-XGG,30504-113-XGG,30504,XGG,,Cinza,#999999,,,113,30504_113.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-114-G,30504-114-G,30504,G,,Azul royal,#3C53A0,,,114,30504_114.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-114-GG,30504-114-GG,30504,GG,,Azul royal,#3C53A0,,,114,30504_114.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-114-M,30504-114-M,30504,M,,Azul royal,#3C53A0,,,114,30504_114.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-114-P,30504-114-P,30504,P,,Azul royal,#3C53A0,,,114,30504_114.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-114-XGG,30504-114-XGG,30504,XGG,,Azul royal,#3C53A0,,,114,30504_114.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-115-G,30504-115-G,30504,G,,Bordô,#801710,,,115,30504_115.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-115-GG,30504-115-GG,30504,GG,,Bordô,#801710,,,115,30504_115.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-115-M,30504-115-M,30504,M,,Bordô,#801710,,,115,30504_115.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-115-P,30504-115-P,30504,P,,Bordô,#801710,,,115,30504_115.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-115-XGG,30504-115-XGG,30504,XGG,,Bordô,#801710,,,115,30504_115.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-119-G,30504-119-G,30504,G,,Verde claro,#C0E000,,,119,30504_119.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-119-GG,30504-119-GG,30504,GG,,Verde claro,#C0E000,,,119,30504_119.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-119-M,30504-119-M,30504,M,,Verde claro,#C0E000,,,119,30504_119.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-119-P,30504-119-P,30504,P,,Verde claro,#C0E000,,,119,30504_119.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-119-XGG,30504-119-XGG,30504,XGG,,Verde claro,#C0E000,,,119,30504_119.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-128-G,30504-128-G,30504,G,,Laranja,#EF941B,,,128,30504_128.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-128-GG,30504-128-GG,30504,GG,,Laranja,#EF941B,,,128,30504_128.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-128-M,30504-128-M,30504,M,,Laranja,#EF941B,,,128,30504_128.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-128-P,30504-128-P,30504,P,,Laranja,#EF941B,,,128,30504_128.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-128-XGG,30504-128-XGG,30504,XGG,,Laranja,#EF941B,,,128,30504_128.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-132-G,30504-132-G,30504,G,,Roxo,#7A138C,,,132,30504_132.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-132-GG,30504-132-GG,30504,GG,,Roxo,#7A138C,,,132,30504_132.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-132-M,30504-132-M,30504,M,,Roxo,#7A138C,,,132,30504_132.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
30504-132-P,30504-132-P,30504,P,,Roxo,#7A138C,,,132,30504_132.jpg,,,1.0,18.0,50.0,17.82,255.0,17.55,510.0,17.28,1050.0,16.9,,,,,,,,,,
